date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:12	403411/403411	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:12%20GMT	https://www.datacaptive.com/data-verification-services/social-profile-verification/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/data-verification-services/social-profile-verification/index.html	(from https://www.datacaptive.com/)
14:20:12	71890/71890	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:16:37%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/https___blogs-images.forbes.com_insights-microsoftai_files_2018_09_MSFTAI4-Image-iStock-913017342-1200x675.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/https___blogs-images.forbes.com_insights-microsoftai_files_2018_09_MSFTAI4-Image-iStock-913017342-1200x675.png	(from https://www.datacaptive.com/)
14:20:13	53303/53303	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:16:51%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/621247-PNUBQC-496.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/621247-PNUBQC-496.png	(from https://www.datacaptive.com/)
14:20:13	438683/438683	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:13%20GMT	https://www.datacaptive.com/data-validation-services/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/data-validation-services/index.html	(from https://www.datacaptive.com/)
14:20:14	32608/32608	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:16:47%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/www.score_.org17efficiency.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/www.score_.org17efficiency.png	(from https://www.datacaptive.com/)
14:20:15	482989/482989	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:14%20GMT	https://www.datacaptive.com/data-cleansing/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/data-cleansing/index.html	(from https://www.datacaptive.com/)
14:20:15	44605/44605	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:16:55%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/shutterstock_1133982038.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/shutterstock_1133982038.png	(from https://www.datacaptive.com/)
14:20:16	421152/421152	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:15%20GMT	https://www.datacaptive.com/prospect-qualified-leads/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/prospect-qualified-leads/index.html	(from https://www.datacaptive.com/)
14:20:16	405007/405007	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:16%20GMT	https://www.datacaptive.com/b2b-lead-nurturing/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/b2b-lead-nurturing/index.html	(from https://www.datacaptive.com/)
14:20:19	405588/405588	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:17%20GMT	https://www.datacaptive.com/lead-management-process/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/lead-management-process/index.html	(from https://www.datacaptive.com/)
14:20:19	433921/433921	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:17%20GMT	https://www.datacaptive.com/services/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/services/index.html	(from https://www.datacaptive.com/)
14:20:19	469652/469652	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:19%20GMT	https://www.datacaptive.com/services/lead-generation-services/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/services/lead-generation-services/index.html	(from https://www.datacaptive.com/)
14:20:20	1316123/1316123	---M--	200	added ('OK')	image/gif	date:Thu,%2005%20Mar%202020%2010:27:05%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/DataCaptive-logo-slider.gif	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/DataCaptive-logo-slider.gif	(from https://www.datacaptive.com/)
14:20:20	3179/3179	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:15:19%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/1.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/1.png	(from https://www.datacaptive.com/)
14:20:21	427559/427559	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:21%20GMT	https://www.datacaptive.com/services/account-based-marketing/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/services/account-based-marketing/index.html	(from https://www.datacaptive.com/)
14:20:22	2945/2945	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:15:22%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/2.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/2.png	(from https://www.datacaptive.com/)
14:20:22	421373/421373	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:50:22%20GMT	https://www.datacaptive.com/services/lead-enrichment-for-crm/	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/services/lead-enrichment-for-crm/index.html	(from https://www.datacaptive.com/)
14:20:23	1386/1386	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202020%2010:15:24%20GMT	https://www.datacaptive.com/wp-content/uploads/2020/02/3.png	C:/Users/lakshmi%20kanth/Desktop/wexinfinity%20files/datacaptive/www.datacaptive.com/wp-content/uploads/2020/02/3.png	(from https://www.datacaptive.com/)
